passage_id,composer,period,work_id,movement_id,recording_id,score_path,mxl_path,audio_path,midi_path,alignment_path,annotation_path,bar_start,bar_end,score_format,alignment_format,rights_status,segment_type,annotation_type,fully_aligned,eligible_for_clamp,availability_status,composition_id,work_title,score_version_id,performance_id,alignment_id,audio_origin,alignment_granularity,alignment_method,alignment_quality,alignment_confidence,source_record_ids,source_dataset,licenses,render_recording_id,render_work_title,render_source_dataset,render_performance_kind,render_status,render_qc_notes,render_output_audio_path,render_output_bytes,render_output_sha256,render_output_duration_sec,render_output_sample_rate_hz,render_output_channels,render_peak_dbfs,render_rms_dbfs,render_manifest_alignment_id
exp_106ff705f3b2,Wolfgang Amadeus Mozart,Classical,wrk_ab0f834b90b5,wrk_ab0f834b90b5,rec_22f80a180d47,sources/ACPAS-dataset/subset_R/Mozart/375_CPM_Sonata_No.12_F_major_KV_332_2/R_33_A_MAPS_mz_332_2_ENSTDkCl.mid,,data/derived/rendered_audio/fluidsynth-2.5.6-musescore-general-0.2-v1/rec_22f80a180d47.wav,sources/ACPAS-dataset/subset_R/Mozart/375_CPM_Sonata_No.12_F_major_KV_332_2/R_33_A_MAPS_mz_332_2_ENSTDkCl.mid,data/canonical/alignment_events.csv,,1,82,mid,cpc_canonical_beat,licensed_for_research,complete_movement,,true,true,ready,cmp_2d3dbfa86295,Sonata No.12 F major KV 332 2,scv_f24ff234277b,prf_5912a5b3512b,aln_2ec54ff7f7cb,synthetic_rendering,beat,source_provided_beat_annotations,source_exact,1.00,src_299f50cfea1d;src_2ce218411100;src_2e2f1892630b;src_32af3d8002bf;src_46f1c5045232;src_6b2bbaa820f4;src_8dcb6182abfe;src_98e80603d674;src_a1290df090af;src_a80bc86a4c74;src_bb1904e8eb5e;src_bc8b18cc3782;src_c46870226add;src_c58e7833417a;src_c7e02667684f;src_d1d28b0a40ab;src_e4dcb9013b50;src_e82de3db48da;src_f2f6651e07ea,cpc-rendered,MIT;derived audio; source MIDI terms apply; SoundFont MIT;mixed,rec_22f80a180d47,Sonata No.12 F major KV 332 2,acpas,expressive,complete,pass,data/derived/rendered_audio/fluidsynth-2.5.6-musescore-general-0.2-v1/rec_22f80a180d47.wav,51502636,06659f110b2804915c15d520f937077180574b64d0a8ce4a6ee96331d42debd3,268.242667,48000,2,-19.398,-38.084,aln_2ec54ff7f7cb
exp_e494f5a0cc70,Wolfgang Amadeus Mozart,Classical,wrk_16208b873f55,wrk_16208b873f55,rec_23e106f13fcd,sources/asap-dataset/Mozart/Piano_Sonatas/8-1/midi_score.mid,,data/derived/rendered_audio/fluidsynth-2.5.6-musescore-general-0.2-v1/rec_23e106f13fcd.wav,sources/asap-dataset/Mozart/Piano_Sonatas/8-1/midi_score.mid,data/canonical/alignment_events.csv,,1,133,mid,cpc_canonical_beat,licensed_for_research,complete_movement,,true,true,ready,cmp_fef1cb83d033,Piano Sonatas 8-1,scv_f5ed897586b0,prf_5bd782edf66a,aln_ba417d2bd386,synthetic_rendering,beat,source_provided_beat_annotations,source_exact,1.00,src_00a034d80378;src_02351c287cce;src_0959f7f0c921;src_0c5b459f3713;src_120b85d303a3;src_12ac25a9c7d0;src_133fdd89d752;src_1495fd782897;src_1736c0a3ec30;src_1bfba426e3b5;src_1f601191f854;src_20272ab6e36a;src_2030b845ba85;src_2309bfc3c6e7;src_266b4a8f2871;src_2801af45cdb9;src_311cc910ec9c;src_35dc9a227b9d;src_37bb36627b0a;src_38b76ad6d621;src_39888cae09c0;src_3bb556ce074c;src_4335e7ba518b;src_455287f24eaa;src_46ea18ccd982;src_479d2731f25a;src_4974f6228fc1;src_4bb84f052046;src_5382eb64bc78;src_55b5558dc332;src_5dc6eea1d153;src_6e4e2af83481;src_70c832462968;src_76d67f0ab033;src_8146ea358c72;src_8636358d19c6;src_901fd94d7cbe;src_93a7d93d653b;src_958e85443ca9;src_98e80603d674;src_a5055e4ad044;src_a52f8efce7e9;src_a80bc86a4c74;src_abdb8cb63de8;src_adaecf4c039d;src_ceafeec6e80b;src_d5ecb237c645;src_d70d4ac7f1d1;src_d9d6678516c9;src_da251a703348;src_ddb68c27212e;src_e64c5f847c93;src_f170e550391c;src_f772fe35a149,cpc-rendered,CC BY-NC-SA 4.0;MIT;derived audio; source MIDI terms apply; SoundFont MIT;mixed,rec_23e106f13fcd,Piano Sonatas 8-1,asap,expressive,complete,pass,data/derived/rendered_audio/fluidsynth-2.5.6-musescore-general-0.2-v1/rec_23e106f13fcd.wav,48867372,1a68fc895a5e0cbb351e4faa21d3b3c08457dd76f82d502021e65872f5d0c2b0,254.517333,48000,2,-11.892,-32.192,aln_ba417d2bd386
exp_3ce6e7e494df,Wolfgang Amadeus Mozart,Classical,wrk_1fb5dbb2a0c6,wrk_1fb5dbb2a0c6,rec_264caf3538cd,sources/ACPAS-dataset/subset_S/Mozart/370_CPM_Sonata_No.10_C_major_KV_330_3/S_1502_CPM.mid,,data/derived/rendered_audio/fluidsynth-2.5.6-musescore-general-0.2-v1/rec_264caf3538cd.wav,sources/ACPAS-dataset/subset_S/Mozart/370_CPM_Sonata_No.10_C_major_KV_330_3/S_1502_CPM.mid,data/canonical/alignment_events.csv,,1,342,mid,cpc_canonical_beat,licensed_for_research,complete_movement,,true,true,ready,cmp_855aaa624914,Sonata No.10 C major KV 330 3,scv_63ef01418fd6,prf_bad6e2b7408b,aln_8a90fe0edd92,synthetic_rendering,beat,source_provided_beat_annotations,source_exact,1.00,src_44709eaf43f3;src_4f281617aa3b;src_521e5ee144c4;src_98e80603d674;src_a80bc86a4c74;src_b47a9f4c9fc1;src_bd0e56076107,cpc-rendered,MIT;derived audio; source MIDI terms apply; SoundFont MIT;mixed,rec_264caf3538cd,Sonata No.10 C major KV 330 3,acpas,synthetic,complete,pass,data/derived/rendered_audio/fluidsynth-2.5.6-musescore-general-0.2-v1/rec_264caf3538cd.wav,93107756,95c9b42ad2471e8d7271a63175528f2e703d9378267bbb27ddb7ed73c03e273c,484.936000,48000,2,-16.049,-35.290,aln_8a90fe0edd92
exp_d25ff0d70b87,Wolfgang Amadeus Mozart,Classical,wrk_ae99d9f81630,wrk_ae99d9f81630,rec_299f69f3165c,sources/ACPAS-dataset/subset_S/Mozart/372_CPM_Sonata_No.11_A_major_KV_331_2/S_1504_CPM.mid,,data/derived/rendered_audio/fluidsynth-2.5.6-musescore-general-0.2-v1/rec_299f69f3165c.wav,sources/ACPAS-dataset/subset_S/Mozart/372_CPM_Sonata_No.11_A_major_KV_331_2/S_1504_CPM.mid,data/canonical/alignment_events.csv,,1,249,mid,cpc_canonical_beat,licensed_for_research,complete_movement,,true,true,ready,cmp_1eedc0bd6874,Sonata No.11 A major KV 331 2,scv_d5eb8bc6d46e,prf_e00adfc0e038,aln_bc062441e48b,synthetic_rendering,beat,source_provided_beat_annotations,source_exact,1.00,src_116883edd29c;src_1304b8fb1eb7;src_19f07905eeb9;src_1a42e413bb1f;src_1d2ee2947769;src_24b7a7b143ec;src_2e8677ff6dc8;src_2f1abb4f81db;src_2f4e98a92b75;src_376047e41d29;src_378d21479789;src_3997ddbfaa06;src_4a7e29ee7c17;src_4b8e859206eb;src_59e0857890df;src_64eaef620cbb;src_721e6784f536;src_98bbb4195c1c;src_98e80603d674;src_9be8a40f2a97;src_9f18011b574a;src_a80bc86a4c74;src_ac53671461b4;src_b1cc6076e5e8;src_be0f7e1a1182;src_c8c8adae040c;src_cfe46bca5648;src_d63361ca9ede;src_f97d13df53ea;src_fa44aac5e5de;src_ff52dc8a6d86,cpc-rendered,MIT;derived audio; source MIDI terms apply; SoundFont MIT;mixed,rec_299f69f3165c,Sonata No.11 A major KV 331 2,acpas,synthetic,complete,pass,data/derived/rendered_audio/fluidsynth-2.5.6-musescore-general-0.2-v1/rec_299f69f3165c.wav,74656044,8e9e1366d2c0853711c7225455316355f25eded08a6f5728ac4848fae40a0a4b,388.833333,48000,2,-17.281,-35.669,aln_bc062441e48b
exp_c5979400d7d2,Wolfgang Amadeus Mozart,Classical,wrk_2fa6d226fadc,wrk_2fa6d226fadc,rec_2cc14c88544f,sources/ACPAS-dataset/subset_S/Mozart/374_ASAP_Piano_Sonatas_12-1/ASAP_12-1.mid,,data/derived/rendered_audio/fluidsynth-2.5.6-musescore-general-0.2-v1/rec_2cc14c88544f.wav,sources/ACPAS-dataset/subset_S/Mozart/374_ASAP_Piano_Sonatas_12-1/ASAP_12-1.mid,data/canonical/alignment_events.csv,,1,229,mid,cpc_canonical_beat,licensed_for_research,complete_movement,,true,true,ready,cmp_adac7544dea5,Piano Sonatas 12-1,scv_7366396ee839,prf_a2b246a18aac,aln_48d4712dba4f,synthetic_rendering,beat,source_provided_beat_annotations,source_exact,1.00,src_07c22c5396d6;src_0afebc7f4cff;src_0c94bc9a0e09;src_0d15c86aa340;src_0d5603dbe5e3;src_0fd8d55cd61b;src_15c2c8e7aaaf;src_1abf3c8199ca;src_24f037f265a0;src_2feafe77fb45;src_3161b43d12a2;src_398046b41b1f;src_39bc93a264a3;src_3ef7724dcb93;src_42c5a7472dd4;src_449c619e7b06;src_44c9e83e2d34;src_46036bca0454;src_460e23dafbfc;src_47e3eb9be6ce;src_4d473ef2028b;src_504f51622168;src_5455dc5e0fa6;src_5966c9239ca1;src_59cf516a57bf;src_6517247c666e;src_6795939e6905;src_681be5f7819e;src_6b06642a3a16;src_6d2472e2eb85;src_6d5c740f350c;src_772c8d92b1ac;src_7ad99a4a6282;src_8267604413ee;src_829ca567d246;src_8389b18fede1;src_8afeb6414517;src_8ca285a77009;src_8e75c9965045;src_91f15e348e6d;src_969c75c98765;src_98e80603d674;src_9d2daae1dc76;src_9d66394bc6b2;src_a0235c846619;src_a0ec28194667;src_a18c5fba0ec8;src_a5f6b1f808ce;src_a80bc86a4c74;src_abc1e0a78631;src_ad95a65e4d1d;src_b1d09323c87c;src_b215e701b9ef;src_b8961303feef;src_b9a375b16e03;src_be798d1d6a18;src_c049239c45e6;src_cab548b856fb;src_ce5143c5b12f;src_d17a07d367c8;src_d2adad0aa7f7;src_d44fe079d778;src_d8111c00e6a7;src_e005ca1d8e02;src_e1aeb70d3627;src_e3a1a16defb3;src_e625d38f1681;src_ea16300f0a82;src_ec60949d9db9;src_ecc096c385aa;src_f1007a97618e;src_f2ded2ea8b0d;src_f30c0b1b8b1c;src_f36c44d72230;src_f551b24ef60f;src_f665ed0359ed;src_f9e88dfd3a1f;src_fc48810e4a22;src_fcec570aa9d5;src_ffaea669dcba,cpc-rendered,CC BY-NC-SA 4.0;CC BY-NC-SA 4.0; non-commercial research and education;MIT;derived audio; source MIDI terms apply; SoundFont MIT;mixed,rec_2cc14c88544f,Piano Sonatas 12-1,acpas,synthetic,complete,pass,data/derived/rendered_audio/fluidsynth-2.5.6-musescore-general-0.2-v1/rec_2cc14c88544f.wav,58113324,4527fee034537e54dc323e920fad3cb42aea0d22e064c3adfbc1eefe25e1b29e,302.673333,48000,2,-11.123,-32.822,aln_48d4712dba4f
exp_6d76abf9164b,Wolfgang Amadeus Mozart,Classical,wrk_0caa93a6d559,wrk_0caa93a6d559,rec_2ec7ada7465e,sources/ACPAS-dataset/subset_S/Mozart/377_CPM_Sonata_No.13_Bb_major_KV_333_1/S_150_A_MAPS_mz_333_1_AkPnStgb.mid,,data/derived/rendered_audio/fluidsynth-2.5.6-musescore-general-0.2-v1/rec_2ec7ada7465e.wav,sources/ACPAS-dataset/subset_S/Mozart/377_CPM_Sonata_No.13_Bb_major_KV_333_1/S_150_A_MAPS_mz_333_1_AkPnStgb.mid,data/canonical/alignment_events.csv,,1,331,mid,cpc_canonical_beat,licensed_for_research,complete_movement,,true,true,ready,cmp_a67b3772a3b0,Sonata No.13 Bb major KV 333 1,scv_d75ddc922a51,prf_ce4f80dfa168,aln_4370a8510bc6,synthetic_rendering,beat,source_provided_beat_annotations,source_exact,1.00,src_216b8984f2ec;src_338292ea2b2d;src_443c189c5890;src_493ab1d88ea2;src_63e3c0725870;src_6da199cf2667;src_92d675359dc3;src_98e80603d674;src_9e938edf5913;src_a3d63f8287f8;src_a80bc86a4c74;src_c9f7dcd1b92c;src_f90ab056c463,cpc-rendered,MIT;derived audio; source MIDI terms apply; SoundFont MIT;mixed,rec_2ec7ada7465e,Sonata No.13 Bb major KV 333 1,acpas,synthetic,complete,pass,data/derived/rendered_audio/fluidsynth-2.5.6-musescore-general-0.2-v1/rec_2ec7ada7465e.wav,135340076,819e02cf296592210d4b420c549170cd48216f300c8b6050a5d7698483dd573d,704.896000,48000,2,-14.912,-34.200,aln_4370a8510bc6
exp_55c0dfb8e967,Wolfgang Amadeus Mozart,Classical,wrk_ae99d9f81630,wrk_ae99d9f81630,rec_379d454cb061,sources/ACPAS-dataset/subset_S/Mozart/372_CPM_Sonata_No.11_A_major_KV_331_2/S_145_A_MAPS_mz_331_2_StbgTGd2.mid,,data/derived/rendered_audio/fluidsynth-2.5.6-musescore-general-0.2-v1/rec_379d454cb061.wav,sources/ACPAS-dataset/subset_S/Mozart/372_CPM_Sonata_No.11_A_major_KV_331_2/S_145_A_MAPS_mz_331_2_StbgTGd2.mid,data/canonical/alignment_events.csv,,1,250,mid,cpc_canonical_beat,licensed_for_research,complete_movement,,true,true,ready,cmp_1eedc0bd6874,Sonata No.11 A major KV 331 2,scv_32d7ecb91a24,prf_91a4773a2c4e,aln_34282cf38696,synthetic_rendering,beat,source_provided_beat_annotations,source_exact,1.00,src_116883edd29c;src_1304b8fb1eb7;src_19f07905eeb9;src_1a42e413bb1f;src_1d2ee2947769;src_24b7a7b143ec;src_2e8677ff6dc8;src_2f1abb4f81db;src_2f4e98a92b75;src_376047e41d29;src_378d21479789;src_3997ddbfaa06;src_4a7e29ee7c17;src_4b8e859206eb;src_59e0857890df;src_64eaef620cbb;src_721e6784f536;src_98bbb4195c1c;src_98e80603d674;src_9be8a40f2a97;src_9f18011b574a;src_a80bc86a4c74;src_ac53671461b4;src_b1cc6076e5e8;src_be0f7e1a1182;src_c8c8adae040c;src_cfe46bca5648;src_d63361ca9ede;src_f97d13df53ea;src_fa44aac5e5de;src_ff52dc8a6d86,cpc-rendered,MIT;derived audio; source MIDI terms apply; SoundFont MIT;mixed,rec_379d454cb061,Sonata No.11 A major KV 331 2,acpas,synthetic,complete,pass,data/derived/rendered_audio/fluidsynth-2.5.6-musescore-general-0.2-v1/rec_379d454cb061.wav,74719020,7b3525e5cee4220c24d9ecc8b05e04bb01e028eba28427d62785944338fd02fe,389.161333,48000,2,-17.389,-35.706,aln_34282cf38696
exp_211da613d476,Wolfgang Amadeus Mozart,Classical,wrk_f2fd7348d34e,wrk_f2fd7348d34e,rec_43b1b9fbaf71,sources/ACPAS-dataset/subset_S/Mozart/376_ASAP_Piano_Sonatas_12-3/ASAP_12-3.mid,,data/derived/rendered_audio/fluidsynth-2.5.6-musescore-general-0.2-v1/rec_43b1b9fbaf71.wav,sources/ACPAS-dataset/subset_S/Mozart/376_ASAP_Piano_Sonatas_12-3/ASAP_12-3.mid,data/canonical/alignment_events.csv,,1,245,mid,cpc_canonical_beat,licensed_for_research,complete_movement,,true,true,ready,cmp_ef443eed1fe6,Piano Sonatas 12-3,scv_2a284f591bd2,prf_219720bd413b,aln_313eb82442aa,synthetic_rendering,beat,source_provided_beat_annotations,source_exact,1.00,src_00892c94453f;src_05fce6a1c094;src_082f5c6bf2e8;src_08e0bebe976d;src_0c55f3b2d324;src_0c57b0064acd;src_0cc8ec2a9729;src_0d77f89abc0e;src_0fd8d55cd61b;src_15c2c8e7aaaf;src_18c259203e28;src_230b83e7eb73;src_253ba719c792;src_28a2fbdb48e0;src_2d4c3f088c38;src_3a55a4800637;src_3c03b156384f;src_3d278fa1649d;src_3ea8f3df8a60;src_4381359fce9a;src_482a35184ba3;src_503c2db2ad29;src_510e5a6ab9ae;src_57f12b8cee90;src_63b49285a011;src_6517247c666e;src_68750706644c;src_6914081268ab;src_6944674d32bd;src_697613977243;src_6da7d92c3af7;src_7175e59affda;src_723a743b598e;src_73f40f01bd0a;src_76196252854b;src_791e601a8fbb;src_7c64b7722edc;src_7dc1d307f632;src_7ff9adc224ec;src_80a9c89b82ab;src_85955f07b57b;src_89a8148f121a;src_8ca3d224d6b1;src_8f4d84f70757;src_9160550b7c11;src_983129b28bef;src_98e80603d674;src_9c53262fd73d;src_a54e9255e601;src_a80bc86a4c74;src_ad95a65e4d1d;src_bc24ebd953f3;src_bc6797f5e8e6;src_c0c40c6aa029;src_c499401e65d4;src_c6d1c330ce90;src_c90c4af85197;src_d31196f2b412;src_d75b18bee77a;src_d9d40eb428b4;src_db2d4752bd56;src_e5bbb70b5783;src_e7744dfeddfd;src_f30700d5fdeb;src_f34d0412381b;src_f93243e72c48;src_fcae82b0b106,cpc-rendered,CC BY-NC-SA 4.0;CC BY-NC-SA 4.0; non-commercial research and education;MIT;derived audio; source MIDI terms apply; SoundFont MIT;mixed,rec_43b1b9fbaf71,Piano Sonatas 12-3,acpas,synthetic,complete,pass,data/derived/rendered_audio/fluidsynth-2.5.6-musescore-general-0.2-v1/rec_43b1b9fbaf71.wav,59623468,0701cc67e2c4d49cc9856193bf994a6b8e2e3bda5f9299819c1237bb60846270,310.538667,48000,2,-10.750,-31.578,aln_313eb82442aa
exp_c9c14043071c,Wolfgang Amadeus Mozart,Classical,wrk_f2fd7348d34e,wrk_f2fd7348d34e,rec_43fbc3022696,sources/ACPAS-dataset/subset_S/Mozart/376_ASAP_Piano_Sonatas_12-3/ASAP_12-3.mid,,data/derived/rendered_audio/fluidsynth-2.5.6-musescore-general-0.2-v1/rec_43fbc3022696.wav,sources/ACPAS-dataset/subset_S/Mozart/376_ASAP_Piano_Sonatas_12-3/ASAP_12-3.mid,data/canonical/alignment_events.csv,,1,245,mid,cpc_canonical_beat,licensed_for_research,complete_movement,,true,true,ready,cmp_ef443eed1fe6,Piano Sonatas 12-3,scv_2a284f591bd2,prf_86ba2fb9e841,aln_ab6e69821132,synthetic_rendering,beat,source_provided_beat_annotations,source_exact,1.00,src_00892c94453f;src_05fce6a1c094;src_082f5c6bf2e8;src_08e0bebe976d;src_0c55f3b2d324;src_0c57b0064acd;src_0cc8ec2a9729;src_0d77f89abc0e;src_0fd8d55cd61b;src_15c2c8e7aaaf;src_18c259203e28;src_230b83e7eb73;src_253ba719c792;src_28a2fbdb48e0;src_2d4c3f088c38;src_3a55a4800637;src_3c03b156384f;src_3d278fa1649d;src_3ea8f3df8a60;src_4381359fce9a;src_482a35184ba3;src_503c2db2ad29;src_510e5a6ab9ae;src_57f12b8cee90;src_63b49285a011;src_6517247c666e;src_68750706644c;src_6914081268ab;src_6944674d32bd;src_697613977243;src_6da7d92c3af7;src_7175e59affda;src_723a743b598e;src_73f40f01bd0a;src_76196252854b;src_791e601a8fbb;src_7c64b7722edc;src_7dc1d307f632;src_7ff9adc224ec;src_80a9c89b82ab;src_85955f07b57b;src_89a8148f121a;src_8ca3d224d6b1;src_8f4d84f70757;src_9160550b7c11;src_983129b28bef;src_98e80603d674;src_9c53262fd73d;src_a54e9255e601;src_a80bc86a4c74;src_ad95a65e4d1d;src_bc24ebd953f3;src_bc6797f5e8e6;src_c0c40c6aa029;src_c499401e65d4;src_c6d1c330ce90;src_c90c4af85197;src_d31196f2b412;src_d75b18bee77a;src_d9d40eb428b4;src_db2d4752bd56;src_e5bbb70b5783;src_e7744dfeddfd;src_f30700d5fdeb;src_f34d0412381b;src_f93243e72c48;src_fcae82b0b106,cpc-rendered,CC BY-NC-SA 4.0;CC BY-NC-SA 4.0; non-commercial research and education;MIT;derived audio; source MIDI terms apply; SoundFont MIT;mixed,rec_43fbc3022696,Piano Sonatas 12-3,acpas,synthetic,complete,pass,data/derived/rendered_audio/fluidsynth-2.5.6-musescore-general-0.2-v1/rec_43fbc3022696.wav,58977068,5438a09958aef607fb4e753c0cb81b414d3eb3c831ff1df0aa1eee1a4325b42c,307.172000,48000,2,-12.497,-32.606,aln_ab6e69821132
exp_b5b9b9b3f765,Wolfgang Amadeus Mozart,Classical,wrk_ea0fb259619c,wrk_ea0fb259619c,rec_44917c60c94a,sources/ACPAS-dataset/subset_S/Mozart/374_CPM_Sonata_No.12_F_major_KV_332_1/S_1506_CPM.mid,,data/derived/rendered_audio/fluidsynth-2.5.6-musescore-general-0.2-v1/rec_44917c60c94a.wav,sources/ACPAS-dataset/subset_S/Mozart/374_CPM_Sonata_No.12_F_major_KV_332_1/S_1506_CPM.mid,data/canonical/alignment_events.csv,,1,458,mid,cpc_canonical_beat,licensed_for_research,complete_movement,,true,true,ready,cmp_5a3f42521212,Sonata No.12 F major KV 332 1,scv_43dbf1fe49f9,prf_3ba54a3ddf6b,aln_59254e51281e,synthetic_rendering,beat,source_provided_beat_annotations,source_exact,1.00,src_09a294db134c;src_0e8abe1e4355;src_443c9a4531aa;src_6d0b8acba2b4;src_70357672fe5c;src_8ca3589ea6ff;src_9434822c7b73;src_98e80603d674;src_a80bc86a4c74;src_aa6be8106aa1;src_b52b7f7899e4;src_cb145d1f512f;src_d1bb387bcba1,cpc-rendered,MIT;derived audio; source MIDI terms apply; SoundFont MIT;mixed,rec_44917c60c94a,Sonata No.12 F major KV 332 1,acpas,synthetic,complete,pass,data/derived/rendered_audio/fluidsynth-2.5.6-musescore-general-0.2-v1/rec_44917c60c94a.wav,113934636,8398bb12d91396b3f171d4b8fef99972a549a8e51a5f07efe1a9ef28892a56b4,593.409333,48000,2,-13.987,-34.628,aln_59254e51281e
exp_2d9ff0eb1553,Wolfgang Amadeus Mozart,Classical,wrk_ea0fb259619c,wrk_ea0fb259619c,rec_45fafcfc9f8b,sources/ACPAS-dataset/subset_S/Mozart/374_CPM_Sonata_No.12_F_major_KV_332_1/S_148_A_MAPS_mz_332_1_AkPnBsdf.mid,,data/derived/rendered_audio/fluidsynth-2.5.6-musescore-general-0.2-v1/rec_45fafcfc9f8b.wav,sources/ACPAS-dataset/subset_S/Mozart/374_CPM_Sonata_No.12_F_major_KV_332_1/S_148_A_MAPS_mz_332_1_AkPnBsdf.mid,data/canonical/alignment_events.csv,,1,459,mid,cpc_canonical_beat,licensed_for_research,complete_movement,,true,true,ready,cmp_5a3f42521212,Sonata No.12 F major KV 332 1,scv_988b7201734c,prf_1867f6f10f73,aln_5b441a45b58e,synthetic_rendering,beat,source_provided_beat_annotations,source_exact,1.00,src_09a294db134c;src_0e8abe1e4355;src_443c9a4531aa;src_6d0b8acba2b4;src_70357672fe5c;src_8ca3589ea6ff;src_9434822c7b73;src_98e80603d674;src_a80bc86a4c74;src_aa6be8106aa1;src_b52b7f7899e4;src_cb145d1f512f;src_d1bb387bcba1,cpc-rendered,MIT;derived audio; source MIDI terms apply; SoundFont MIT;mixed,rec_45fafcfc9f8b,Sonata No.12 F major KV 332 1,acpas,synthetic,complete,pass,data/derived/rendered_audio/fluidsynth-2.5.6-musescore-general-0.2-v1/rec_45fafcfc9f8b.wav,114046764,25bc8a21c3eb57bdadbbcbf18c8134218dda0d4af75b3f76e51f876091c23e9a,593.993333,48000,2,-13.716,-34.648,aln_5b441a45b58e
exp_59ed9fc19fe4,Wolfgang Amadeus Mozart,Classical,wrk_21cadf4d4581,wrk_21cadf4d4581,rec_4683766c80fd,sources/ACPAS-dataset/subset_S/Mozart/368_CPM_Sonata_No.10_C_major_KV_330_1/S_141_A_MAPS_mz_330_1_SptkBGCl.mid,,data/derived/rendered_audio/fluidsynth-2.5.6-musescore-general-0.2-v1/rec_4683766c80fd.wav,sources/ACPAS-dataset/subset_S/Mozart/368_CPM_Sonata_No.10_C_major_KV_330_1/S_141_A_MAPS_mz_330_1_SptkBGCl.mid,data/canonical/alignment_events.csv,,1,301,mid,cpc_canonical_beat,licensed_for_research,complete_movement,,true,true,ready,cmp_ffe626e2d096,Sonata No.10 C major KV 330 1,scv_00bf0c43a38f,prf_eda802e3d4e1,aln_71dce27ecee4,synthetic_rendering,beat,source_provided_beat_annotations,source_exact,1.00,src_0a75f09514cc;src_0c23fb15ee94;src_1fe6112f3a0c;src_3169df65c592;src_373a4327c649;src_74542c6cc315;src_98e80603d674;src_a80bc86a4c74;src_bb3e0f243727;src_c45124709f8d;src_cd833faee909;src_d1a313b2888b;src_f224c6b4828f,cpc-rendered,MIT;derived audio; source MIDI terms apply; SoundFont MIT;mixed,rec_4683766c80fd,Sonata No.10 C major KV 330 1,acpas,synthetic,complete,pass,data/derived/rendered_audio/fluidsynth-2.5.6-musescore-general-0.2-v1/rec_4683766c80fd.wav,104486444,60896d931dc5f1e43e6a6e7c25e2719425e24eca6fce0fb4a6f91a1bcadefcc7,544.200000,48000,2,-15.024,-33.093,aln_71dce27ecee4
exp_a34d36848179,Wolfgang Amadeus Mozart,Classical,wrk_73de062f35d4,wrk_73de062f35d4,rec_47d8629a2793,sources/ACPAS-dataset/subset_S/Mozart/378_CPM_Sonata_No.13_Bb_major_KV_333_2/S_151_A_MAPS_mz_333_2_AkPnCGdD.mid,,data/derived/rendered_audio/fluidsynth-2.5.6-musescore-general-0.2-v1/rec_47d8629a2793.wav,sources/ACPAS-dataset/subset_S/Mozart/378_CPM_Sonata_No.13_Bb_major_KV_333_2/S_151_A_MAPS_mz_333_2_AkPnCGdD.mid,data/canonical/alignment_events.csv,,1,164,mid,cpc_canonical_beat,licensed_for_research,complete_movement,,true,true,ready,cmp_0054edb621f3,Sonata No.13 Bb major KV 333 2,scv_9921c787c684,prf_6709dd5523b6,aln_6e9af4131bd5,synthetic_rendering,beat,source_provided_beat_annotations,source_exact,1.00,src_09ddae2f4214;src_0dd84cbd9470;src_23293e7b2772;src_26569807521e;src_373f19153118;src_59a002431968;src_68ef5b1f10a1;src_7146a6dc3dc9;src_8f56db2f60be;src_96cc09019a17;src_97388f0a409c;src_97755e45af75;src_98e80603d674;src_9df9ce16b33a;src_a5fc5a02e081;src_a80bc86a4c74;src_b89eec102a12;src_b90d70844fe1;src_c946c8405561;src_cd938bbe80d0;src_d6c71f0b4dba;src_d89e69abbceb;src_e11796bfecb0;src_f611bc3f7b9b;src_fe2f891c9f6b,cpc-rendered,MIT;derived audio; source MIDI terms apply; SoundFont MIT;mixed,rec_47d8629a2793,Sonata No.13 Bb major KV 333 2,acpas,synthetic,complete,pass,data/derived/rendered_audio/fluidsynth-2.5.6-musescore-general-0.2-v1/rec_47d8629a2793.wav,103338028,2f92b6c7ffeb83b0277dbeb29e91766b315f1ee9f7285dfaf60cae17a6555ee0,538.218667,48000,2,-15.747,-35.969,aln_6e9af4131bd5
